gender,height,handsize,age,gaming,chat,maps,video,social,reading,total_minutes,days_ago,years_ago,discount,phone_id,brand,size_cat,price,screen_size
male,70.9,7.69,20,119.0437935,439.8973978,143.7067593,330.1781306,266.3476007,176.4365602,1475.610242,953.309871,3,,A1,apple,s,749,5.5
female,62.3,6.71,20,576.3158465,169.265348,14.10657589,422.4110401,132.4913193,52.14700995,1366.73714,118.8637608,1,,S1,samsung,s,799,6.1
male,62.9,6.5,22,141.4793314,206.0485219,134.5282467,339.5956481,272.2060877,182.6026407,1276.460477,341.0674079,1,H1,S1,samsung,s,799,6.1
female,60.8,6.21,20,411.8567025,226.3212295,30.07449909,406.9046335,158.7103725,201.9132584,1435.780695,616.3454931,2,H2,A1,apple,s,799,5.8
male,65.8,6.7,18,130.2040569,376.9045551,77.87926414,373.065338,320.3553168,203.4854087,1481.89394,389.6011493,2,H1,S2,samsung,l,849,6.3
male,70.2,8.18,19,365.5734643,212.4681369,0,523.124524,115.6266841,69.63947764,1286.432287,1013.8984645186,3,H2,S2,samsung,l,799,5.9
male,71.1,7.84,21,177.2775448,329.7800186,106.4293716,243.8888669,205.2210377,220.8479857,1283.444825,221.110357,1,H2,S2,samsung,l,899,6.8
female,59.1,5,19,120.2490035,383.7983041,172.8575491,262.1262572,266.7025715,57.15473471,1262.88842,952.2767476,3,,A1,apple,s,749,5.5
male,72.7,8.85,21,469.8197359,165.2531123,85.7397404,555.6640397,62.2636163,131.6628719,1470.4031165638,510.4289487,2,A1,A2,apple,l,899,6.1
male,70.8,7.81,18,4.151894617,503.4962515,92.15471427,331.5099773,397.6577465,267.6658675,1596.636452,65.8340822,1,A1,S2,samsung,l,899,6.8
female,64.9,7.03,21,375.333789,204.4810051,47.11682554,471.762661,208.7279346,84.35722113,1391.779436,226.7888433,1,,H2,huawei,l,799,6.3
male,70.1,7.31,21,314.9479537,166.8251167,94.99755938,287.9511264,212.1358763,64.82159925,1141.679232,131.7526193,1,S1,S1,samsung,s,719.1,6.1
female,65.7,6.05,20,55.61892385,388.2934467,123.8151673,176.8148495,315.2571917,71.4677624,1131.267341,472.9615061,2,A2,A1,apple,s,799,5.8
male,72.5,8.77,18,108.9734838,84.05897692,275.4670742,253.8674382,137.1251738,335.7210647,1195.213212,919.2598816,3,S1,S1,samsung,s,629.1,5.6
female,61.9,6.38,23,301.9206847,277.5586467,55.12917762,425.2721684,76.60502496,43.14832178,1179.634024,415.1027132,2,,S1,samsung,s,749,5.8
female,64.2,6.72,19,397.8574938,162.4484741,128.7692312,500.3286884,96.60349255,88.9625157,1374.969896,840.8829878,3,A1,A1,apple,s,674.1,5.5
male,78.7,9.47,20,130.9785409,347.1132334,89.51426879,275.1570343,337.235428,155.894726,1335.893231,843.279637,3,H1,A2,apple,l,899,5.8
male,65.5,6.37,18,165.6845463,378.7857488,88.32619766,288.5488018,324.5931414,166.2763525,1412.214789,956.0276715,3,,S1,samsung,s,699,5.6
male,70.2,7.39,19,214.7484084,180.6520587,91.53951982,423.4341714,171.4196543,145.8063199,1227.600132,858.3210241,3,,A2,apple,l,899,5.8
female,58.4,5,21,258.3133061,368.9752864,110.6685303,236.2337284,420.0096619,55.64307389,1449.843587,72.44015968,1,,A1,apple,s,849,6
female,64.8,7.43,20,288.7213671,128.0680304,99.20141632,394.394795,124.0984057,87.45916512,1121.94318,89.02302129,1,,H2,huawei,l,799,6.3
male,72.5,8.85,21,225.4498698,277.2560632,150.0921709,348.4502803,225.6090643,76.52333262,1303.380781,202.447134,1,A1,A1,apple,s,764.1,6
female,54.9,4.6,22,355.8424519,207.0656686,84.44655407,473.3106424,169.7571953,67.55401505,1357.976527,437.3804239,2,,H1,huawei,s,699,5.7
female,61.7,6.03,21,408.2727385,191.3134182,101.4726804,547.6441786,113.4233801,60.4013083,1422.5277040938,599.1019697,2,H2,A1,apple,s,799,5.8
male,76.9,9.74,20,50.0930452,460.7299526,86.43343658,316.3657763,456.8388212,105.7264064,1476.187438,373.0395265,2,A2,A2,apple,l,809.1,6.1
female,61,5.84,19,27.1163132,384.161972,230.9407067,224.8690798,110.9591248,273.5695377,1251.616734,722.3469868,2,,S1,samsung,s,749,5.8
male,64.4,5.57,21,180.1800597,370.1399613,95.89415193,256.5227747,309.3355674,0,1212.072515,886.0455228,3,H2,S1,samsung,s,699,5.6
female,65.8,7.02,20,36.23431133,381.2296321,156.4851784,230.3866236,147.7095226,239.964187,1192.009455,1006.428729,3,A1,H1,huawei,s,599,5.2
male,66.7,6.82,20,235.5374813,183.9605124,75.9739328,429.6063391,72.80194792,82.09979189,1079.980005,864.8364049,3,,A1,apple,s,749,5.5
male,74.2,9.01,20,0,380.3939914,362.1180056,202.2125168,38.15985858,443.435775,1426.320147,417.5441532,2,,H2,huawei,l,749,6
male,72.9,8.6,19,58.71429223,471.5709,170.0455752,368.471432,367.9555524,28.03250606,1464.790258,50.98898902,1,,A2,apple,l,999,6.5
male,71.9,9.41,19,269.4601763,168.3317183,81.88035177,365.7471068,72.29374162,115.6938098,1073.406904,956.0319023,3,,S2,samsung,l,799,5.9
female,58.5,4.3,20,232.0330655,226.0333002,162.9284998,269.5336238,121.4720377,150.9251971,1162.925724,6.680451165,1,,H1,huawei,s,749,5.9
female,65.4,6.3,18,207.0961929,284.7600898,164.4302854,277.8456878,232.0195885,212.0702257,1378.22207,695.2408216,2,,A1,apple,s,799,5.8
male,70.5,8.11,20,506.8545509,175.9446594,149.4160534,623.9892887,74.88144773,12.14375603,1543.229756,75.23558403,1,S2,H2,huawei,l,799,6.3
male,62.1,5.35,18,234.907409,388.8383677,100.5319948,293.8169096,286.2825865,95.4167408,1399.794008,243.2776923,1,A1,A1,apple,s,764.1,6
female,66.4,7.53,20,332.2491382,207.9753215,48.66547473,386.6320039,200.3849525,80.23705845,1256.143949,67.81253501,1,H2,S2,samsung,l,899,6.8
male,70.2,7.31,21,90.00346686,471.0052652,167.875218,311.9255619,304.1954125,154.0643388,1499.0692632813,666.4784462,2,,S1,samsung,s,749,5.8
female,59.9,4.8,19,339.3397608,133.0750375,0,552.8598341,134.594863,6.56177206,1166.4312675031,126.7987339,1,,H2,huawei,l,799,6.3
male,68.5,7.31,21,209.2205265,412.2711903,124.9943091,296.2569006,337.9105186,56.77375124,1437.427196,99.08848811,1,S2,S1,samsung,s,799,6.1
male,76.2,9.72,22,0,280.0823143,355.8511766,191.3159151,0,468.8803091,1296.129715,999.924526,3,A1,H2,huawei,l,699,5.7
male,71.9,7.32,20,266.324928,183.4092586,106.9417444,313.5782862,27.98843448,103.6693575,1001.912009,226.9489345,1,,H2,huawei,l,799,6.3
male,64.9,6.75,19,356.4112086,77.5648405,112.843785,478.7537243,56.83650034,50.67953694,1133.089596,1056.988039,3,H2,A1,apple,s,749,5.5
female,64.4,7.54,19,326.106457137,207.9919441,23.90304096,364.5190665,93.65534532,10.06481,1026.240664,617.0303882,2,,S1,samsung,s,749,5.8
female,70.8,8.39,18,40.15795963,351.1985177,240.8561445,211.2065347,117.8718098,279.4280385,1240.719005,686.8027078,2,,S1,samsung,s,749,5.8
male,69.3,8.02,20,164.4907411,341.5014788,135.0396264,224.4856086,243.0012554,195.6049754,1304.123686,630.929549,2,,A1,apple,s,799,5.8
female,62,6.2,21,630.0881993,221.7040222,0,519.3568444,219.4657587,0,1590.614825,279.1221956,1,,A1,apple,s,849,6
male,73.2,8.65,21,287.2974658,519.4750344,67.54702407,299.6650107,394.5998972,55.58904021,1624.173472,1010.574256,3,,S2,samsung,l,799,5.9
male,67.6,7.28,19,279.5786965,199.7237325,69.13908645,448.5387006,113.662992,47.33336841,1157.976576,127.2587558,1,A2,H2,huawei,l,799,6.3
female,63.1,6.5,18,324.3945764,186.0023211,54.49347687,403.226624,45.27773275,139.6559461,1153.050677,450.5005097,2,,A1,apple,s,799,5.8
female,67.3,8.03,20,586.9261185,187.6088695,4.584690104,618.9922366,147.7392307,0,1545.8511453067,510.6222171,2,,S2,samsung,l,849,6.3
male,75.2,8.96,19,155.6275238,238.574573,182.0161573,275.7975219,119.3092565,127.4218514,1098.746884,778.2572922,3,H2,A1,apple,s,749,5.5
male,66.4,5.96,18,174.2014404,406.7880643,159.5368519,306.1860234,261.0775974,117.7692285,1425.559206,309.1584661,1,A2,A1,apple,s,849,6
female,63.1,6.61,20,250.4650618,105.5522298,90.29599597,441.9865257,44.04347006,32.6311313,964.9744146,789.3029021,3,H1,S2,samsung,l,799,5.9
male,69,8.4,19,205.8117844,375.1316305,107.3107954,226.0836835,343.6085801,127.83132,1385.777794,401.0910944,2,S1,A1,apple,s,799,5.8
male,72.2,8.54,19,183.9992606,309.5564562,166.7730306,371.5752661,232.9856653,154.9778445,1419.867523,279.7714844,1,,A1,apple,s,849,6
male,74.4,9.08,22,245.0347425,41.22981231,228.3704752,231.600282,88.00691496,279.5338686,1113.776096,834.7803024,3,S1,A2,apple,l,899,5.8
female,70.6,7.33,21,293.4799092,370.4294475,130.2619993,313.566543,365.1579189,71.28641982,1544.182238,724.0215832,2,,A1,apple,s,799,5.8
male,68.4,6.93,19,201.0850365,264.1181653,136.8797442,298.8563577,226.5669331,173.7637454,1301.269982,172.6768978,1,S2,A1,apple,s,849,6
male,72.4,8.85,19,526.2267381,228.860335,88.91345835,540.6936228,92.70461055,71.77023331,1549.1689980665,75.27855576,1,A1,A2,apple,l,999,6.5
male,66.2,6.38,19,85.99730631,400.7694414,72.94653869,350.7412227,279.1246809,153.3413901,1342.92058,542.9875926,2,A2,A2,apple,l,809.1,6.1
female,61.9,6.16,19,344.0740988,255.1110073,58.46719672,479.2329015,136.3022251,36.51194198,1309.699371,442.4317881,2,,H2,huawei,l,749,6
female,59.4,5.53,19,213.0274723,255.0927624,85.60393052,286.8189106,210.7891296,67.63900632,1118.971212,262.5364356,1,,S1,samsung,s,799,6.1
male,65.5,6.05,21,492.9843353,220.8573017,118.8135491,628.6203431,204.1104459,180.4042816,1845.790257,458.0669105,2,,A2,apple,l,899,6.1
male,71.2,7.05,19,326.7485063,94.56485962,84.84780121,499.9017997,0,0,1006.062967,935.3167756,3,,A2,apple,l,899,5.8
female,66.8,7.99,21,495.1164522,123.9038123,47.00674932,520.0843453892,187.4108944,0,1373.522254,861.5578603,3,,A2,apple,l,899,5.8
male,69.9,7.3,19,229.2265621,140.360142,43.34015028,507.6606957,63.47376917,11.07645508,995.1377743,169.9616698,1,,S1,samsung,s,799,6.1
female,61,5.25,21,59.59446324,350.3417872,193.5269266,221.4234977,102.4251414,278.8438518,1206.155668,653.4316012,2,,S1,samsung,s,749,5.8
female,65.2,6.72,22,446.1281128,194.9522145,39.31747898,655.2167526,148.0006771,0,1483.6152359855,1032.002068,3,,A2,apple,l,899,5.8
female,59.3,5.57,18,95.96568278,238.5967463,215.1145356,230.3316909,65.74027111,283.883646,1129.632573,1015.488884,3,S2,A1,apple,s,749,5.5
female,57.2,4.96,21,193.0538483,218.359666,26.47640338,379.683926,222.9046207,92.42625804,1132.904722,868.2598147,3,H2,H1,huawei,s,599,5.2
male,67.5,6.92,19,299.2429709,154.3156174,24.32808846,323.8362882,132.6834387,161.4605491,1095.866953,156.0789791,1,,S1,samsung,s,799,6.1
male,67.8,7.41,21,348.2384084,253.7314517,53.66166408,461.1345679,115.5041544,65.51144729,1297.781694,77.00273862,1,,S1,samsung,s,799,6.1
male,66,6.13,22,204.1782694,287.524431,173.8211049,394.7245304,367.737435,120.0118333,1547.997604,758.9897408,3,,S1,samsung,s,699,5.6
female,56.2,4.73,21,110.886041,267.9922439,79.68992911,247.6843443,217.5064757,134.454283,1058.213317,430.1175565,2,H2,A1,apple,s,799,5.8
male,67.8,6.38,22,0,355.7819433,263.0583149,231.6654052,92.65136984,336.7327543,1279.889787,988.2267274,3,H1,H1,huawei,s,539.1,5.2
female,66.1,7.41,21,99.11995177,174.5462047,47.11319663,300.0488657,104.5787996,108.0121461,833.4191644,1088.528908,3,,A1,apple,s,749,5.5
female,67.1,8.24,24,85.4150898,256.7876786,263.1332368,193.1957882,138.0285787,338.2298097,1274.790182,1034.664913,3,S2,S2,samsung,l,719.1,5.9
female,70.2,8.94,20,333.917845,297.35351,96.05339682,444.2055878,147.3347528,0,1318.865092,703.0384178,2,S2,S2,samsung,l,764.1,6.3
female,64.2,7.25,18,439.2833983,190.3051471,23.3434987,603.820452176,181.0395577,180.8414073,1618.633461,676.2755863,2,,A1,apple,s,799,5.8
male,76.9,10.12,19,218.0728374,217.5202832,83.95751578,267.2146211,187.0636513,178.2860125,1152.114921,316.7286757,1,A2,A1,apple,s,849,6
male,70.7,8.34,19,126.310679,529.830308,106.719044,315.1727076,314.554429,151.8347244,1544.421892,852.9002095,3,H1,S2,samsung,l,799,5.9
male,68.7,7.98,19,326.8629721,102.1080844,124.4984421,468.0220259,6.868221951,80.66260667,1109.022353,62.36443542,1,H1,S2,samsung,l,899,6.8
male,62.6,4.94,19,286.81412,159.9158322,120.809221,434.3191039,155.5003159,0,1157.358593,250.9620014,1,A2,A2,apple,l,899.1,6.5
male,77.5,11.39,19,221.1399277,187.8747453,220.2124066,261.6520353,88.40278633,291.5857449,1270.867646,714.3019549,2,,S1,samsung,s,749,5.8
female,69.5,8.33,20,500.1850566,152.9213373,92.73587511,447.1359413,169.2247538,122.4004678,1484.603432,716.5911713,2,,S1,samsung,s,749,5.8
male,71.4,9.39,19,106.6510503,297.410863,171.0068673,240.8241474,131.9586603,233.8265648,1181.678153,1042.683637,3,,A2,apple,l,899,5.8
female,68.3,8.97,21,286.2822412,170.8214948,80.95474602,403.1194427,85.17426976,0,1026.352194,962.5486045,3,S2,H2,huawei,l,699,5.7
male,72.7,9,20,449.1339559,233.3455925,50.0761445,501.9687996,189.8415046,64.73221714,1489.098214,677.06501,2,A1,S2,samsung,l,849,6.3
male,72.1,7.94,21,518.7748481,170.0488051,33.21738825,572.8809621,141.5040429,25.16740001,1461.593446,571.8555967,2,H2,A1,apple,s,799,5.8
male,72.4,8.66,18,298.7786796,305.5206173,90.26108838,426.3636583,340.9827187,128.9112139,1590.817976,977.0678689,3,H2,A1,apple,s,749,5.5
male,72.8,8.46,18,29.99224075,336.4916639,229.8467607,207.6705045,125.2150703,290.6034797,1219.81972,673.7141305,2,,S2,samsung,l,849,6.3
female,61.3,6.04,20,277.2648736,291.4100865,67.0702042,465.9014667,234.808942,94.57434186,1431.029915,315.2790658,1,S1,S1,samsung,s,719.1,6.1
female,63,7.92,18,185.9816778,268.8189903,92.88142225,215.4053427,244.9686263,104.218728,1112.2747873236,429.4479819,2,H2,S2,samsung,l,849,6.3
female,64.5,7.08,19,81.02285039,225.9180343,238.0888692,280.0044552,80.00019985,309.7685782,1214.802987,964.3393357,3,S2,A1,apple,s,749,5.5
female,60.7,5.93,20,304.9634575,114.6389877,88.3169559,459.5737886,78.45171,6.19838891,1052.1432886287,581.6576609,2,,S1,samsung,s,749,5.8
male,76.6,9.66,21,105.612483,352.044245,74.76414992,249.3941907,387.5797093,130.2013995,1299.596178,24.67458148,1,,A2,apple,l,999,6.5
female,58.9,4.51,21,379.6537993,154.1121146,53.1245077,600.721639,70.68510929,0,1258.29717,174.5006775,1,S2,A1,apple,s,849,6
female,64.6,6.49,21,253.9576759,394.4310028,132.6434778,364.2673922,329.6332678,88.39703312,1563.32985,100.7523596,1,,S1,samsung,s,799,6.1
male,66.5,5.85,21,499.3582576,154.9848855,10.76178764,620.1989328,199.7451807,0,1485.049044,1085.040944,3,,H1,huawei,s,599,5.2
female,64.3,7.2,19,525.8191788,191.3004689,96.02738154,691.8177498,31.5757367,28.8548369,1565.395353,26.89160885,1,,A1,apple,s,849,6
female,64.7,6.96,21,128.0709481,342.3040978,154.5847199,218.9353861,120.8894485,259.6501085,1224.434709,40.28718506,1,H2,S1,samsung,s,799,6.1
female,63.8,6.16,22,440.4084799,216.791223,32.71436828,548.933341,210.6247882,0,1449.4722,758.8565883,3,A1,H2,huawei,l,699,5.7
female,52,4.45,21,176.9713545,306.7091536,168.4777981,250.5599363,139.8421593,86.34599627,1128.906398,339.2398459,1,A2,H1,huawei,s,749,5.9
male,60.7,5.43,18,456.1172243,174.3914413,79.25128429,538.9974886,183.3724586,0,1432.129897,167.534953,1,,H1,huawei,s,749,5.9
female,66.8,7.73,20,538.5903898,162.3848084,32.71582133,465.3379014,104.5936792,7.902162727,1311.524763,393.9845083,2,A2,H2,huawei,l,749,6
female,60.5,6.2,22,471.7838104,143.4718823,105.3226659,677.5366275,81.60196068,0,1479.716947,440.50158,2,,H2,huawei,l,749,6
male,69.5,6.97,20,45.93789289,470.8161318,155.5453896,281.5468812,285.7019853,51.86571583,1291.413997,971.5957908,3,A1,S2,samsung,l,799,5.9
female,67.1,7.38,24,161.2712422,280.3745084,73.335866,259.9491438,261.4528912,149.9863699,1186.370021,680.2532292,2,H1,A1,apple,s,799,5.8
female,63.3,6.82,18,458.6710205,126.7210172,58.52039136,497.9922282,123.1439796,27.51112576,1292.559763,921.8082662,3,A2,H1,huawei,s,599,5.2
male,66.8,6.18,20,284.9853312,323.4591374,149.6796915,435.8296796,324.1537218,0,1518.107562,202.3015693,1,,S2,samsung,l,899,6.8
male,68.4,8.57,21,147.1279942,319.7171038,127.5852543,309.3879989,162.5099486,146.1682237,1212.496524,166.7750769,1,,A2,apple,l,999,6.5
female,70.2,9.04,22,468.8299765191,209.4824117,59.23111584,615.7538079,189.543968,4.485052147,1547.326332,694.709981,2,,A1,apple,s,799,5.8
male,74.5,9.56,19,220.1521011,311.3250696,74.59577235,267.4114682,280.3259073,77.14439616,1230.954715,685.9603527,2,,S2,samsung,l,849,6.3
female,71.6,8.74,19,203.5123782,334.0796164,81.75405515,398.9674955,201.5043472,41.54880919,1261.366702,54.88844302,1,,S1,samsung,s,799,6.1
male,74.3,8.23,18,579.1801872,281.0409329,75.86914433,558.3076118,218.1468865,34.11646748,1746.66123,860.0627745,3,S2,A2,apple,l,899,5.8
male,63.8,6.4,18,417.8520847,222.9875606,76.69393529,559.0571104,213.6678601,136.6598546,1626.918406,875.1204663,3,,S1,samsung,s,699,5.6
female,56.8,5.63,20,173.6804326,325.107439,119.5915389,305.5681343,219.8197059,60.89132719,1204.658578,271.2403791,1,,S1,samsung,s,799,6.1
male,69.4,7.66,21,77.60963197,151.8985808,24.43514747,482.218455,97.19112507,40.34239872,873.695339,1082.776112,3,,A1,apple,s,749,5.5
female,63.3,6.34,21,70.80248223,207.6792853,274.8410164155,231.0426739,51.32682773,375.5149036,1211.207189,815.882607,3,H2,A2,apple,l,899,5.8
male,64.2,6.26,20,175.5129533,412.3584904,120.3285309,276.0757876,294.9326406,116.6063076,1395.81471,785.6475449,3,H1,A1,apple,s,749,5.5
female,56.3,5.01,20,303.0090386,279.6976222,48.23169984,509.5484116,126.7942876,51.17467315,1318.455733,167.0754262,1,,H1,huawei,s,749,5.9
male,73.4,8.29,19,157.1154202,175.055366,264.4591639,238.9568885,107.0021508,352.4244357,1295.0134250639,631.6998292,2,,S1,samsung,s,749,5.8
male,74.9,8.81,21,359.7673022,188.6470145,30.84751125,465.4687826,122.3160991,100.6338685,1267.680578,697.8520325,2,,A2,apple,l,899,6.1
male,70.1,7.81,19,230.6988103,390.8531726,187.0930121,372.5224103,277.8631933,199.7256369,1658.756236,259.9260841,1,S1,S2,samsung,l,899,6.8
female,64.7,7.44,19,158.5474317,349.5660833,110.2153243,311.1259375,402.3353151,84.9207753,1416.710867,503.592319,2,S2,A2,apple,l,899,6.1
male,68.8,8.45,22,74.02907715,434.0536217,114.4191528,274.2384297,279.7082208,245.1701938,1421.618696,97.89805065,1,,A1,apple,s,849,6
male,67.5,6.39,19,417.1284481,207.9806572,85.8911284,543.2010142,173.4574653,0,1427.658713,410.4910318,2,,H2,huawei,l,749,6
male,64.5,5.76,19,288.9712,219.6389686,47.15659343,328.7799627,107.4231509,0,991.9698757,755.9409306,3,H1,S1,samsung,s,699,5.6
female,63.2,7.24,18,148.3317556,199.7949025,235.4546589,253.8835321,133.9927908,236.3450705,1207.80271,200.6132625,1,H1,H2,huawei,l,799,6.3
male,65.6,6.45,20,117.204435,297.5223019,135.1624603,332.0285631,359.6533973,167.4914804,1409.062638,791.7110266,3,,A1,apple,s,749,5.5
female,64.7,7.28,21,194.165213,287.3821977,116.1396213,284.1589124,222.2645672,97.43528845,1201.5458,809.464995,3,A1,S2,samsung,l,799,5.9
female,66.7,7.04,19,242.2131691,380.4362793,119.5275297,230.8178557,334.8769317,58.54879334,1366.420559,1001.0025,3,H2,A1,apple,s,749,5.5
male,68.2,6.98,19,192.474445,288.1329783,141.4285,365.4407238,237.2879157,86.53581064,1311.300373,365.0260797,2,H1,A1,apple,s,799,5.8
female,69.8,8.42,21,0,367.8745084,351.1240823,210.8831691,93.31410382,466.831514,1490.027378,603.8528525,2,S2,A1,apple,s,799,5.8
female,70.5,7.98,18,363.0520529,208.1123257,72.42448385,416.6223576,204.4882436,91.22810639,1355.9275701139,470.8380866,2,A1,S1,samsung,s,749,5.8
male,73.4,9.28,22,101.8988064,166.9607488,35.68116165,286.3128162,130.3537897,60.85925608,782.0665788,895.1076719,3,,S2,samsung,l,799,5.9
female,58.5,4.72,21,186.1607952,229.8251597,173.3919114,235.9469414,140.3095425,226.2796105,1191.913961,687.4427404,2,,A1,apple,s,799,5.8
female,58,5.65,20,159.1141538,332.238009,149.2821669,331.9587887,322.1562503,216.5334216,1511.28279,678.5256071,2,,A1,apple,s,799,5.8
female,64.3,6.93,19,486.5006996,121.7782273,43.05288274,630.3207829,130.8683692,16.47655717,1428.997519,602.3213899,2,,A2,apple,l,899,6.1
male,69.7,6.94,21,535.5011805,157.633299,0,459.0209703,153.7774412,0,1305.932891,88.50355837,1,,S1,samsung,s,799,6.1
female,66.6,8.3,21,47.85240058,342.173559,245.8547922,250.3268637,121.7150512,278.8810698,1286.803736,510.9880089,2,,S2,samsung,l,849,6.3
male,64.2,6.06,19,392.9308264,298.8117418,30.836876,467.5503574,176.2523954,116.0687303,1482.4509273313,311.2827921,1,,H1,huawei,s,749,5.9
female,62.9,6.3,19,0,407.7989759,248.6630088,219.8543352,61.47146388,335.1438041,1272.931588,64.70361627,1,A1,A1,apple,s,764.1,6
male,70.4,8.08,19,225.7354335,379.5425695,136.3612566,232.7710899,338.1819239,126.1312958,1438.723569,909.2193506,3,H1,A1,apple,s,749,5.5
male,63.5,5.68,20,343.9847748,218.5086915,50.66848472,379.0502965,44.87945744,157.920976,1195.012681,620.0726911,2,A1,A1,apple,s,719.1,5.8
female,64.7,6.82,18,0,401.6703882,261.3687767,203.4317755,111.5789315,314.1602965,1292.210168,608.660332934,2,A2,A1,apple,s,799,5.8
female,71.4,8.33,20,128.2270768,436.2720732,83.88806494,305.9913027,350.4392274,47.52765648,1352.345402,756.9791773,3,,A1,apple,s,749,5.5
female,58.1,5.54,19,161.2265538,248.597788,24.11846885,394.8281367,136.2754093,97.39435441,1062.440711,201.4234242,1,,H1,huawei,s,749,5.9
male,73.7,8.24,18,251.2459186,173.2655704,0,376.6780134,87.64370427,63.83550174,952.6687084,43.05752593,1,,A1,apple,s,849,6
female,68.1,7.9,22,339.8661874,169.4755773,96.03638511,499.4096085,54.50883304,0,1159.296591,598.6896533,2,,H1,huawei,s,699,5.7
female,68.1,7.74,21,159.4551976,198.4465805,45.54757725,382.1971465,0,85.97908519,871.625587,302.6120461,1,A2,S1,samsung,s,799,6.1
male,74.1,8.7,19,303.5071275,212.7950044,43.23880207,337.5817166,144.1604549,131.8643137,1173.147419,331.6729655,1,A1,H1,huawei,s,749,5.9
male,69.3,7.8,19,351.336087,229.7341168,52.43467231,545.1727321,79.86662488,67.81907999,1326.363313,985.3904146,3,,S1,samsung,s,699,5.6
male,69.9,7.85,20,149.2516058,352.8142548,147.9395611,226.6300468,316.2895662,161.8394201,1354.764455,871.6232823,3,,A1,apple,s,749,5.5
male,65.8,6.32,18,230.5054447,266.0833597,104.1177896,277.5963714,169.1985703,150.2203915,1197.721927,853.8213592,3,,H2,huawei,l,699,5.7
female,66,7.55,18,300.8632141,441.6770799,78.59546179,268.1533786,410.7805653,90.10837568,1590.178075,74.17532847,1,S1,A1,apple,s,849,6
female,68.9,7.22,22,12.11824657,379.2840248,264.8574228,256.4324466,135.6748174,313.4019205,1361.768879,803.421953,3,S2,S1,samsung,s,699,5.6
female,64.7,6.48,19,439.1809532,90.37138696,62.14073528,565.4232021,66.40206675,0,1223.518344,1040.303025,3,H1,H1,huawei,s,539.1,5.2
male,73.2,8.66,20,414.3933532,120.2103414,49.41328839,504.6009304,96.84795371,47.21468431,1232.680551,900.6921445,3,H2,A2,apple,l,899,5.8
female,68.8,8.77,21,161.8923912,353.2043166,114.6284177,254.1009147,294.3950399,126.6513241,1304.872404,200.5091847,1,A2,H2,huawei,l,799,6.3
female,59,4.9,18,168.7336515,407.7138205,180.3360343,209.4720702,279.6830294,149.7025394,1395.641145,349.7581706,1,A2,H1,huawei,s,749,5.9
male,70.3,6.97,23,367.8898273,122.7704957,72.29912197,652.6618899,57.07362397,0,1272.694959,197.3487798,1,,H1,huawei,s,749,5.9
female,62.2,6.34,20,141.6939719,293.5764287,141.7188884,309.4980456,236.8439713,103.7404443,1227.07175,149.4008713,1,,S1,samsung,s,799,6.1
male,68.6,7.28,19,111.9666927,404.292621,108.5845982,287.7713629,372.7914277,164.9977065,1450.404409,48.58668122,1,,A1,apple,s,849,6
female,63.4,5.89,20,206.1849287,376.8312565,114.0567327,306.4646573,390.2740305,129.8200429,1523.631649,1010.20067,3,S1,S1,samsung,s,629.1,5.6
female,59.6,5.65,24,0,287.5425296,331.7738735,184.2866368,44.05014521,414.8110028,1262.464188,539.4408777,2,,A1,apple,s,799,5.8
male,72.4,8.24,21,455.5737866,206.5798485,40.55598826,627.6240939,202.1038285,6.224522624,1538.662068,875.9162734,3,,A1,apple,s,749,5.5
male,66.1,6.61,19,97.68175089,366.3752559,143.7933838,235.4519022,158.5495493,220.8389267,1222.690769,622.5331158,2,,S1,samsung,s,749,5.8
female,65.9,6.72,18,231.8823478,305.6254791,105.0672598,333.0349762,268.9796995,121.6729611,1366.262723,901.5608465,3,,S2,samsung,l,799,5.9
male,63.1,5.35,19,142.3042023,476.2799344,81.6510027051,339.1978701,379.2280435,117.93949,1536.600543,956.3480702,3,S2,A2,apple,l,899,5.8
female,62.6,6.06,22,75.56048515,445.8793842,111.2283553,322.8783581,328.6405285,131.88261,1416.069721,226.9899763,1,H2,A1,apple,s,849,6
male,68.5,7.8,20,329.2924174,165.7424884,105.5405658,312.1934263,148.6485259,84.94661764,1146.364041392,848.9053776,3,,H2,huawei,l,699,5.7
female,61.4,5.85,20,96.68998659,340.9041339,195.912028,196.7103509,103.3311653,291.1307615,1224.678426,295.1027233,1,H1,H1,huawei,s,674.1,5.9
female,63.3,6.41,19,151.6165525,276.9544434,227.535876,238.1783131,130.4216437,247.9636931,1272.670522,938.8056418,3,,A2,apple,l,899,5.8
male,72.7,7.56,20,368.2480314,288.4079987,62.31703169,265.6232833,205.7371459,11.17045824,1201.503949,870.2445091,3,,A2,apple,l,899,5.8
female,66.3,7.38,21,471.6308488,134.633636,16.51200223,506.7216125,215.9377055,0,1345.435805,22.33833854,1,,S2,samsung,l,899,6.8
male,66.5,6.33,21,259.1803237,492.5630811,144.1285033,270.9342806,458.2779551,112.2055165,1737.28966,283.3772632,1,H1,S1,samsung,s,799,6.1
female,63.2,7,22,212.5282263,256.2686914,82.45855194,417.7172819,212.6291004,0,1181.6018519349,1035.759138,3,S1,S1,samsung,s,629.1,5.6
male,68.9,7.84,20,267.0972661,171.3192491,66.25907036,483.0930352,145.3334426,159.4655614,1292.567625,735.8636023,3,,A1,apple,s,749,5.5
